,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,1.0
1,1.0,-0.0,0.0,0.0,0.0,2.220446049250313e-16,1.0,0.0,-0.0,-1.0,2.220446049250313e-16,0.333,0.0,0.0,0.0,1.0
2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.01660951563099e-17,0.0,0.0,1.0,0.333,0.0,0.0,0.0,1.0
3,1.0,0.0,0.0,0.0825,0.0,2.220446049250313e-16,-1.0,-7.01660951563099e-17,0.0,1.0,2.220446049250313e-16,0.649,0.0,0.0,0.0,1.0
4,3.673205103416066e-06,1.5700953423169432e-16,0.9999999999932538,0.08250030303942105,1.5700953423169432e-16,-1.0000000000000002,1.570089575045311e-16,3.0198379466232206e-17,0.9999999999932538,1.570089575045311e-16,-3.673205103638111e-06,0.7314999999994434,0.0,0.0,0.0,1.0
5,3.6732051035270885e-06,-0.9999999999932538,-5.551115123125783e-17,0.46650030303683065,1.6653345369377348e-16,0.0,-1.0,9.048981914797218e-17,0.9999999999932538,3.6732051035825997e-06,1.1102230246251565e-16,0.7314985894886837,0.0,0.0,0.0,1.0
6,3.673205103416066e-06,-1.5700953423169432e-16,-0.9999999999932538,0.4664999797947815,1.5700953423169432e-16,1.0,-1.570089575045311e-16,2.989273699442825e-17,0.9999999999932538,-1.570089575045311e-16,3.673205103416066e-06,0.6434985894892774,0.0,0.0,0.0,1.0
7,2.597348237515229e-06,-0.9999999999932538,-2.597348237154407e-06,0.3010999797958974,-0.7071067811865476,-4.163336342344337e-16,-0.7071067811865476,-9.083256701963848e-17,0.7071067811817773,3.673205103416067e-06,-0.7071067811817774,0.6434991970374017,0.0,0.0,0.0,1.0
